seq	term
11727	isogroup16974	
11728	isogroup1921	Signal transduction mechanisms
11729	isogroup3217	Posttranslational modification, protein turnover, chaperones
11730	isogroup3217	Signal transduction mechanisms
11731	isogroup14001	
11732	isogroup10134	Translation, ribosomal structure and biogenesis
11733	isogroup15744	Posttranslational modification, protein turnover, chaperones
11734	isogroup18402	Energy production and conversion
11735	isogroup7502	Coenzyme transport and metabolism
11736	isogroup24271	Amino acid transport and metabolism
11737	isogroup22081	Lipid transport and metabolism
11738	isogroup22081	Secondary metabolites biosynthesis, transport and catabolism
11739	isogroup1001	Posttranslational modification, protein turnover, chaperones
11740	isogroup10450	Signal transduction mechanisms
11741	isogroup12949	Amino acid transport and metabolism
11742	isogroup16069	Intracellular trafficking, secretion, and vesicular transport
11743	isogroup14226	Signal transduction mechanisms
11744	isogroup7202	Posttranslational modification, protein turnover, chaperones
11745	isogroup8667	Transcription
11746	isogroup18702	Inorganic ion transport and metabolism
11747	isogroup28981	Intracellular trafficking, secretion, and vesicular transport
11748	isogroup25126	Signal transduction mechanisms
11749	isogroup26329	RNA processing and modification
11750	isogroup3170	
11751	isogroup10537	Signal transduction mechanisms
11752	isogroup20119	Signal transduction mechanisms
11753	isogroup21111	
11754	isogroup14780	Cell wall/membrane/envelope biogenesis
11755	isogroup19654	Cell motility
11756	isogroup4356	Nucleotide transport and metabolism
11757	isogroup26882	
11758	isogroup14369	Signal transduction mechanisms
11759	isogroup19963	Posttranslational modification, protein turnover, chaperones
11760	isogroup28974	Carbohydrate transport and metabolism
11761	isogroup26486	Posttranslational modification, protein turnover, chaperones
11762	isogroup25496	Nucleotide transport and metabolism
11763	isogroup6017	Signal transduction mechanisms
11764	isogroup6716	Replication, recombination and repair
11765	isogroup14475	Posttranslational modification, protein turnover, chaperones
11766	isogroup1485	Signal transduction mechanisms
11767	isogroup12068	Transcription
11768	isogroup27878	Nucleotide transport and metabolism
11769	isogroup16816	Intracellular trafficking, secretion, and vesicular transport
11770	isogroup21828	
11771	isogroup12687	Posttranslational modification, protein turnover, chaperones
11772	isogroup13179	Posttranslational modification, protein turnover, chaperones
11773	isogroup15806	Chromatin structure and dynamics
11774	isogroup2626	Transcription
11775	isogroup7361	Replication, recombination and repair
11776	isogroup24207	Cell wall/membrane/envelope biogenesis
11777	isogroup21086	Posttranslational modification, protein turnover, chaperones
11778	isogroup10016	Signal transduction mechanisms
11779	isogroup14437	Translation, ribosomal structure and biogenesis
11780	isogroup17862	Cytoskeleton
11781	isogroup1486	Cell cycle control, cell division, chromosome partitioning
11782	isogroup425	
11783	isogroup24435	Translation, ribosomal structure and biogenesis
11784	isogroup5223	Intracellular trafficking, secretion, and vesicular transport
11785	isogroup2876	Carbohydrate transport and metabolism
11786	isogroup6889	Posttranslational modification, protein turnover, chaperones
11787	isogroup5589	Intracellular trafficking, secretion, and vesicular transport
11788	isogroup8297	Lipid transport and metabolism
11789	isogroup1193	Intracellular trafficking, secretion, and vesicular transport
11790	isogroup3963	Signal transduction mechanisms
11791	isogroup2455	Carbohydrate transport and metabolism
11792	isogroup26977	Energy production and conversion
11793	isogroup16027	Secondary metabolites biosynthesis, transport and catabolism
11794	isogroup6134	Posttranslational modification, protein turnover, chaperones
11795	isogroup12845	Amino acid transport and metabolism
11796	isogroup20558	Cytoskeleton
11797	isogroup3584	Replication, recombination and repair
11798	isogroup24356	Replication, recombination and repair
11799	isogroup28094	Transcription
11800	isogroup21162	Posttranslational modification, protein turnover, chaperones
11801	isogroup11621	Signal transduction mechanisms
11802	isogroup9954	
11803	isogroup15719	Posttranslational modification, protein turnover, chaperones
11804	isogroup12973	Energy production and conversion
11805	isogroup26065	Transcription
11806	isogroup18712	Posttranslational modification, protein turnover, chaperones
11807	isogroup18712	Signal transduction mechanisms
11808	isogroup28238	RNA processing and modification
11809	isogroup26455	Replication, recombination and repair
11810	isogroup24428	Signal transduction mechanisms
11811	isogroup13545	
11812	isogroup22403	
11813	isogroup3348	Carbohydrate transport and metabolism
11814	isogroup1098	Transcription
11815	isogroup15398	Transcription
11816	isogroup26601	Posttranslational modification, protein turnover, chaperones
11817	isogroup13056	Signal transduction mechanisms
11818	isogroup26850	Cytoskeleton
11819	isogroup9849	Posttranslational modification, protein turnover, chaperones
11820	isogroup15052	Amino acid transport and metabolism
11821	isogroup15052	Posttranslational modification, protein turnover, chaperones
11822	isogroup20685	Posttranslational modification, protein turnover, chaperones
11823	isogroup28227	Replication, recombination and repair
11824	isogroup13001	Signal transduction mechanisms
11825	isogroup14209	Signal transduction mechanisms
11826	isogroup7501	Replication, recombination and repair
11827	isogroup14790	Replication, recombination and repair
11828	isogroup21500	Replication, recombination and repair
11829	isogroup16409	
11830	isogroup11927	Signal transduction mechanisms
11831	isogroup23962	Energy production and conversion
11832	isogroup17506	Transcription
11833	isogroup21302	Signal transduction mechanisms
11834	isogroup3531	Chromatin structure and dynamics
11835	isogroup10938	Carbohydrate transport and metabolism
11836	isogroup22980	
11837	isogroup18981	
11838	isogroup28922	Energy production and conversion
11839	isogroup21912	
11840	isogroup19907	Transcription
11841	isogroup13028	Transcription
11842	isogroup13028	Replication, recombination and repair
11843	isogroup13028	Posttranslational modification, protein turnover, chaperones
11844	isogroup2525	Carbohydrate transport and metabolism
11845	isogroup14970	Posttranslational modification, protein turnover, chaperones
11846	isogroup26200	Energy production and conversion
11847	isogroup12423	Signal transduction mechanisms
11848	isogroup17631	Intracellular trafficking, secretion, and vesicular transport
11849	isogroup25157	
11850	isogroup23597	Coenzyme transport and metabolism
11851	isogroup91	
11852	isogroup26502	Replication, recombination and repair
11853	isogroup4116	
11854	isogroup9088	Energy production and conversion
11855	isogroup7146	Translation, ribosomal structure and biogenesis
11856	isogroup27230	Intracellular trafficking, secretion, and vesicular transport
11857	isogroup27230	Cytoskeleton
11858	isogroup27863	Energy production and conversion
11859	isogroup11198	
11860	isogroup563	Signal transduction mechanisms
11861	isogroup28391	
11862	isogroup11078	Signal transduction mechanisms
11863	isogroup20676	RNA processing and modification
11864	isogroup25094	Signal transduction mechanisms
11865	isogroup16975	Transcription
11866	isogroup16975	Replication, recombination and repair
11867	isogroup68	Transcription
11868	isogroup17564	Nucleotide transport and metabolism
11869	isogroup5338	Lipid transport and metabolism
11870	isogroup26270	Carbohydrate transport and metabolism
11871	isogroup16674	Signal transduction mechanisms
11872	isogroup24395	Signal transduction mechanisms
11873	isogroup10363	Signal transduction mechanisms
11874	isogroup222	
11875	isogroup10265	Signal transduction mechanisms
11876	isogroup24796	Signal transduction mechanisms
11877	isogroup25396	Posttranslational modification, protein turnover, chaperones
11878	isogroup217	RNA processing and modification
11879	isogroup7143	Amino acid transport and metabolism
11880	isogroup8866	Transcription
11881	isogroup21393	Replication, recombination and repair
11882	isogroup17638	Cytoskeleton
11883	isogroup15146	Transcription
11884	isogroup158	Posttranslational modification, protein turnover, chaperones
11885	isogroup13360	Cell cycle control, cell division, chromosome partitioning
11886	isogroup16235	Carbohydrate transport and metabolism
11887	isogroup13943	Signal transduction mechanisms
11888	isogroup36	Amino acid transport and metabolism
11889	isogroup18205	Carbohydrate transport and metabolism
11890	isogroup472	Transcription
11891	isogroup472	Replication, recombination and repair
11892	isogroup16825	Lipid transport and metabolism
11893	isogroup17808	Signal transduction mechanisms
11894	isogroup2180	
11895	isogroup2769	Lipid transport and metabolism
11896	isogroup2769	Secondary metabolites biosynthesis, transport and catabolism
11897	isogroup1428	Signal transduction mechanisms
11898	isogroup9152	Transcription
11899	isogroup28682	Intracellular trafficking, secretion, and vesicular transport
11900	isogroup28129	
11901	isogroup4081	Transcription
11902	isogroup27079	Intracellular trafficking, secretion, and vesicular transport
11903	isogroup21979	Carbohydrate transport and metabolism
11904	isogroup21367	Secondary metabolites biosynthesis, transport and catabolism
11905	isogroup4992	
11906	isogroup16693	Signal transduction mechanisms
11907	isogroup998	Cell wall/membrane/envelope biogenesis
11908	isogroup6792	
11909	isogroup18357	
11910	isogroup7385	Inorganic ion transport and metabolism
11911	isogroup4621	
11912	isogroup1789	Inorganic ion transport and metabolism
11913	isogroup11463	Carbohydrate transport and metabolism
11914	isogroup26505	
11915	isogroup6733	
11916	isogroup1838	Amino acid transport and metabolism
11917	isogroup28595	
11918	isogroup15412	Signal transduction mechanisms
11919	isogroup28669	RNA processing and modification
11920	isogroup17321	Transcription
11921	isogroup17123	Transcription
11922	isogroup16402	
11923	isogroup8225	Energy production and conversion
11924	isogroup8225	Lipid transport and metabolism
11925	isogroup8225	Secondary metabolites biosynthesis, transport and catabolism
11926	isogroup14541	
11927	isogroup19970	Amino acid transport and metabolism
11928	isogroup25111	Secondary metabolites biosynthesis, transport and catabolism
11929	isogroup14664	Cytoskeleton
11930	isogroup23749	Cell cycle control, cell division, chromosome partitioning
11931	isogroup729	Cell cycle control, cell division, chromosome partitioning
11932	isogroup729	Cytoskeleton
11933	isogroup12010	Carbohydrate transport and metabolism
11934	isogroup24529	
11935	isogroup1231	
11936	isogroup12399	Signal transduction mechanisms
11937	isogroup21898	Signal transduction mechanisms
11938	isogroup1046	Amino acid transport and metabolism
11939	isogroup16827	Chromatin structure and dynamics
11940	isogroup10986	Amino acid transport and metabolism
11941	isogroup12729	Translation, ribosomal structure and biogenesis
11942	isogroup4021	Posttranslational modification, protein turnover, chaperones
11943	isogroup13838	Signal transduction mechanisms
11944	isogroup12782	Signal transduction mechanisms
11945	isogroup7801	Cell wall/membrane/envelope biogenesis
11946	isogroup344	
11947	isogroup8547	Amino acid transport and metabolism
11948	isogroup13745	Intracellular trafficking, secretion, and vesicular transport
11949	isogroup13745	Nuclear structure
11950	isogroup26871	Posttranslational modification, protein turnover, chaperones
11951	isogroup19507	Secondary metabolites biosynthesis, transport and catabolism
11952	isogroup7129	Carbohydrate transport and metabolism
11953	isogroup26571	Transcription
11954	isogroup2103	Signal transduction mechanisms
11955	isogroup11460	
11956	isogroup13900	Transcription
11957	isogroup13900	Replication, recombination and repair
11958	isogroup13900	Signal transduction mechanisms
11959	isogroup20869	Posttranslational modification, protein turnover, chaperones
11960	isogroup20032	Inorganic ion transport and metabolism
11961	isogroup25146	Replication, recombination and repair
11962	isogroup24181	Posttranslational modification, protein turnover, chaperones
11963	isogroup13495	Signal transduction mechanisms
11964	isogroup5080	
11965	isogroup12000	Cytoskeleton
11966	isogroup14391	Posttranslational modification, protein turnover, chaperones
11967	isogroup26984	Replication, recombination and repair
11968	isogroup4998	
11969	isogroup25607	Signal transduction mechanisms
11970	isogroup27139	Inorganic ion transport and metabolism
11971	isogroup10487	Signal transduction mechanisms
11972	isogroup19793	Carbohydrate transport and metabolism
11973	isogroup19793	Cell wall/membrane/envelope biogenesis
11974	isogroup8555	Intracellular trafficking, secretion, and vesicular transport
11975	isogroup9928	
11976	isogroup18748	Signal transduction mechanisms
11977	isogroup6842	Posttranslational modification, protein turnover, chaperones
11978	isogroup2433	Cell cycle control, cell division, chromosome partitioning
11979	isogroup1477	Posttranslational modification, protein turnover, chaperones
11980	isogroup11507	Transcription
11981	isogroup19007	Carbohydrate transport and metabolism
11982	isogroup24000	Energy production and conversion
11983	isogroup6310	Transcription
11984	isogroup1094	
11985	isogroup14453	Transcription
11986	isogroup13878	Signal transduction mechanisms
11987	isogroup20968	Transcription
11988	isogroup13352	Intracellular trafficking, secretion, and vesicular transport
11989	isogroup9574	Posttranslational modification, protein turnover, chaperones
11990	isogroup21142	Intracellular trafficking, secretion, and vesicular transport
11991	isogroup25812	Lipid transport and metabolism
11992	isogroup29044	Carbohydrate transport and metabolism
11993	isogroup15907	
11994	isogroup11378	Cytoskeleton
11995	isogroup13634	Intracellular trafficking, secretion, and vesicular transport
11996	isogroup23349	Intracellular trafficking, secretion, and vesicular transport
11997	isogroup9181	Intracellular trafficking, secretion, and vesicular transport
11998	isogroup28968	Signal transduction mechanisms
11999	isogroup5236	Posttranslational modification, protein turnover, chaperones
12000	isogroup3117	Carbohydrate transport and metabolism
12001	isogroup20262	Replication, recombination and repair
12002	isogroup8591	Signal transduction mechanisms
12003	isogroup8591	Intracellular trafficking, secretion, and vesicular transport
12004	isogroup23287	Posttranslational modification, protein turnover, chaperones
12005	isogroup25483	RNA processing and modification
12006	isogroup6579	Replication, recombination and repair
12007	isogroup7951	Carbohydrate transport and metabolism
12008	isogroup14319	RNA processing and modification
12009	isogroup24242	Intracellular trafficking, secretion, and vesicular transport
12010	isogroup6777	
12011	isogroup12731	Signal transduction mechanisms
12012	isogroup16074	Posttranslational modification, protein turnover, chaperones
12013	isogroup25362	Amino acid transport and metabolism
12014	isogroup9858	Transcription
12015	isogroup10275	Translation, ribosomal structure and biogenesis
12016	isogroup11652	Signal transduction mechanisms
12017	isogroup11652	Intracellular trafficking, secretion, and vesicular transport
12018	isogroup5103	Energy production and conversion
12019	isogroup14851	Carbohydrate transport and metabolism
12020	isogroup11640	Secondary metabolites biosynthesis, transport and catabolism
12021	isogroup21315	Amino acid transport and metabolism
12022	isogroup8627	Amino acid transport and metabolism
12023	isogroup15951	Transcription
12024	isogroup27928	Transcription
12025	isogroup8000	Transcription
12026	isogroup8000	Replication, recombination and repair
12027	isogroup8000	Signal transduction mechanisms
12028	isogroup18338	
12029	isogroup25876	Posttranslational modification, protein turnover, chaperones
12030	isogroup18565	Cell cycle control, cell division, chromosome partitioning
12031	isogroup7513	Carbohydrate transport and metabolism
12032	isogroup13676	Signal transduction mechanisms
12033	isogroup29063	Intracellular trafficking, secretion, and vesicular transport
12034	isogroup22098	Intracellular trafficking, secretion, and vesicular transport
12035	isogroup19682	Signal transduction mechanisms
12036	isogroup5104	Cell motility
12037	isogroup5104	Intracellular trafficking, secretion, and vesicular transport
12038	isogroup10301	Signal transduction mechanisms
12039	isogroup26125	Signal transduction mechanisms
12040	isogroup968	Signal transduction mechanisms
12041	isogroup7300	Carbohydrate transport and metabolism
12042	isogroup19255	Posttranslational modification, protein turnover, chaperones
12043	isogroup26014	
12044	isogroup25234	Secondary metabolites biosynthesis, transport and catabolism
12045	isogroup21482	Signal transduction mechanisms
12046	isogroup21482	Cytoskeleton
12047	isogroup2846	Cytoskeleton
12048	isogroup20174	Intracellular trafficking, secretion, and vesicular transport
12049	isogroup24146	Cytoskeleton
12050	isogroup17725	Cytoskeleton
12051	isogroup9748	Defense mechanisms
12052	isogroup3008	Posttranslational modification, protein turnover, chaperones
12053	isogroup11382	Cell wall/membrane/envelope biogenesis
12054	isogroup7725	Intracellular trafficking, secretion, and vesicular transport
12055	isogroup4000	Posttranslational modification, protein turnover, chaperones
12056	isogroup12883	Transcription
12057	isogroup29165	Posttranslational modification, protein turnover, chaperones
12058	isogroup19983	Amino acid transport and metabolism
12059	isogroup19983	Inorganic ion transport and metabolism
12060	isogroup19983	Signal transduction mechanisms
12061	isogroup28710	Inorganic ion transport and metabolism
12062	isogroup4789	Energy production and conversion
12063	isogroup21903	Replication, recombination and repair
12064	isogroup28380	Nucleotide transport and metabolism
12065	isogroup25600	Translation, ribosomal structure and biogenesis
12066	isogroup11788	Lipid transport and metabolism
12067	isogroup6267	Signal transduction mechanisms
12068	isogroup17960	Cell cycle control, cell division, chromosome partitioning
12069	isogroup10771	
12070	isogroup16586	Transcription
12071	isogroup15100	Posttranslational modification, protein turnover, chaperones
12072	isogroup1374	Chromatin structure and dynamics
12073	isogroup14057	Lipid transport and metabolism
12074	isogroup2303	Replication, recombination and repair
12075	isogroup19728	Lipid transport and metabolism
12076	isogroup27766	Signal transduction mechanisms
12077	isogroup22964	Transcription
12078	isogroup28180	Replication, recombination and repair
12079	isogroup1972	Transcription
12080	isogroup1972	Replication, recombination and repair
12081	isogroup15926	Cell wall/membrane/envelope biogenesis
12082	isogroup22972	Replication, recombination and repair
12083	isogroup523	Posttranslational modification, protein turnover, chaperones
12084	isogroup15419	Transcription
12085	isogroup23569	Posttranslational modification, protein turnover, chaperones
12086	isogroup23569	Intracellular trafficking, secretion, and vesicular transport
12087	isogroup23306	Inorganic ion transport and metabolism
12088	isogroup20370	Transcription
12089	isogroup8564	Transcription
12090	isogroup2926	Intracellular trafficking, secretion, and vesicular transport
12091	isogroup10702	Posttranslational modification, protein turnover, chaperones
12092	isogroup10702	Intracellular trafficking, secretion, and vesicular transport
12093	isogroup835	Energy production and conversion
12094	isogroup11084	Inorganic ion transport and metabolism
12095	isogroup11084	Signal transduction mechanisms
12096	isogroup12700	Posttranslational modification, protein turnover, chaperones
12097	isogroup25897	Intracellular trafficking, secretion, and vesicular transport
12098	isogroup23445	Replication, recombination and repair
12099	isogroup16044	Carbohydrate transport and metabolism
12100	isogroup1267	
12101	isogroup17398	Amino acid transport and metabolism
12102	isogroup28817	Defense mechanisms
12103	isogroup20770	
12104	isogroup20478	RNA processing and modification
12105	isogroup18853	Signal transduction mechanisms
12106	isogroup12797	Inorganic ion transport and metabolism
12107	isogroup12797	Signal transduction mechanisms
12108	isogroup8440	Extracellular structures
12109	isogroup27083	Inorganic ion transport and metabolism
12110	isogroup15255	
12111	isogroup16615	Signal transduction mechanisms
12112	isogroup25672	Posttranslational modification, protein turnover, chaperones
12113	isogroup25041	
12114	isogroup3565	Secondary metabolites biosynthesis, transport and catabolism
12115	isogroup26608	Secondary metabolites biosynthesis, transport and catabolism
12116	isogroup15167	Secondary metabolites biosynthesis, transport and catabolism
12117	isogroup27286	RNA processing and modification
12118	isogroup12077	Intracellular trafficking, secretion, and vesicular transport
12119	isogroup24557	Posttranslational modification, protein turnover, chaperones
12120	isogroup7009	
12121	isogroup27835	Cytoskeleton
12122	isogroup26490	Amino acid transport and metabolism
12123	isogroup3354	Translation, ribosomal structure and biogenesis
12124	isogroup25537	RNA processing and modification
12125	isogroup12707	Carbohydrate transport and metabolism
12126	isogroup28874	Replication, recombination and repair
12127	isogroup10326	Carbohydrate transport and metabolism
12128	isogroup12943	Signal transduction mechanisms
12129	isogroup2110	Cell wall/membrane/envelope biogenesis
12130	isogroup25960	Signal transduction mechanisms
12131	isogroup25960	Defense mechanisms
12132	isogroup1968	Posttranslational modification, protein turnover, chaperones
12133	isogroup25868	RNA processing and modification
12134	isogroup4065	Posttranslational modification, protein turnover, chaperones
12135	isogroup4009	Lipid transport and metabolism
12136	isogroup25808	Translation, ribosomal structure and biogenesis
12137	isogroup5660	Defense mechanisms
12138	isogroup18594	Posttranslational modification, protein turnover, chaperones
12139	isogroup10660	Signal transduction mechanisms
12140	isogroup1355	Inorganic ion transport and metabolism
12141	isogroup1355	Signal transduction mechanisms
12142	isogroup27437	
12143	isogroup20803	Transcription
12144	isogroup7893	Posttranslational modification, protein turnover, chaperones
12145	isogroup9815	Signal transduction mechanisms
12146	isogroup9815	Chromatin structure and dynamics
12147	isogroup9815	Cell cycle control, cell division, chromosome partitioning
12148	isogroup9815	Replication, recombination and repair
12149	isogroup8064	Cytoskeleton
12150	isogroup11374	RNA processing and modification
12151	isogroup12126	Translation, ribosomal structure and biogenesis
12152	isogroup5255	Amino acid transport and metabolism
12153	isogroup5255	Posttranslational modification, protein turnover, chaperones
12154	isogroup13832	Posttranslational modification, protein turnover, chaperones
12155	isogroup5216	RNA processing and modification
12156	isogroup16463	Intracellular trafficking, secretion, and vesicular transport
12157	isogroup5901	Carbohydrate transport and metabolism
12158	isogroup8746	Transcription
12159	isogroup4578	Carbohydrate transport and metabolism
12160	isogroup13068	Replication, recombination and repair
12161	isogroup20314	Intracellular trafficking, secretion, and vesicular transport
12162	isogroup28176	Defense mechanisms
12163	isogroup28176	Extracellular structures
12164	isogroup12691	Posttranslational modification, protein turnover, chaperones
12165	isogroup27957	Posttranslational modification, protein turnover, chaperones
12166	isogroup27957	Inorganic ion transport and metabolism
12167	isogroup22988	
12168	isogroup19465	Replication, recombination and repair
12169	isogroup9074	
12170	isogroup24470	Posttranslational modification, protein turnover, chaperones
12171	isogroup1181	Chromatin structure and dynamics
12172	isogroup1181	Transcription
12173	isogroup6009	Signal transduction mechanisms
12174	isogroup12544	Transcription
12175	isogroup18399	Signal transduction mechanisms
12176	isogroup2559	
12177	isogroup16496	Posttranslational modification, protein turnover, chaperones
12178	isogroup27503	Replication, recombination and repair
12179	isogroup16123	Inorganic ion transport and metabolism
12180	isogroup24982	Transcription
12181	isogroup7273	Cell wall/membrane/envelope biogenesis
12182	isogroup1388	Signal transduction mechanisms
12183	isogroup11327	Inorganic ion transport and metabolism
12184	isogroup11327	Signal transduction mechanisms
12185	isogroup10664	Signal transduction mechanisms
12186	isogroup17830	Energy production and conversion
12187	isogroup17243	Chromatin structure and dynamics
12188	isogroup17243	Signal transduction mechanisms
12189	isogroup26605	Signal transduction mechanisms
12190	isogroup25648	Signal transduction mechanisms
12191	isogroup5237	
12192	isogroup20045	Cell cycle control, cell division, chromosome partitioning
12193	isogroup25137	Amino acid transport and metabolism
12194	isogroup2762	Signal transduction mechanisms
12195	isogroup22148	Nucleotide transport and metabolism
12196	isogroup23633	
12197	isogroup23609	Coenzyme transport and metabolism
12198	isogroup3608	Signal transduction mechanisms
12199	isogroup24432	Signal transduction mechanisms
12200	isogroup13725	Intracellular trafficking, secretion, and vesicular transport
12201	isogroup15111	RNA processing and modification
12202	isogroup18195	Translation, ribosomal structure and biogenesis
12203	isogroup25834	Transcription
12204	isogroup16473	Amino acid transport and metabolism
12205	isogroup22299	RNA processing and modification
12206	isogroup22299	Cell cycle control, cell division, chromosome partitioning
12207	isogroup1982	Signal transduction mechanisms
12208	isogroup6539	Translation, ribosomal structure and biogenesis
12209	isogroup5980	Signal transduction mechanisms
12210	isogroup26044	Transcription
12211	isogroup21090	Signal transduction mechanisms
12212	isogroup4127	Posttranslational modification, protein turnover, chaperones
12213	isogroup4127	Signal transduction mechanisms
12214	isogroup15514	Defense mechanisms
12215	isogroup12358	
12216	isogroup6569	
12217	isogroup17347	Signal transduction mechanisms
12218	isogroup16244	
12219	isogroup12957	Transcription
12220	isogroup2028	Posttranslational modification, protein turnover, chaperones
12221	isogroup15015	RNA processing and modification
12222	isogroup26629	Amino acid transport and metabolism
12223	isogroup1606	Amino acid transport and metabolism
12224	isogroup6156	Signal transduction mechanisms
12225	isogroup14401	Coenzyme transport and metabolism
12226	isogroup8160	Posttranslational modification, protein turnover, chaperones
12227	isogroup19380	Transcription
12228	isogroup11616	Inorganic ion transport and metabolism
12229	isogroup11616	Signal transduction mechanisms
12230	isogroup9664	Signal transduction mechanisms
12231	isogroup17343	Lipid transport and metabolism
12232	isogroup1933	
12233	isogroup790	Secondary metabolites biosynthesis, transport and catabolism
12234	isogroup29146	Amino acid transport and metabolism
12235	isogroup29146	Signal transduction mechanisms
12236	isogroup19369	Inorganic ion transport and metabolism
12237	isogroup19369	Signal transduction mechanisms
12238	isogroup23138	RNA processing and modification
12239	isogroup5474	Lipid transport and metabolism
12240	isogroup5474	Secondary metabolites biosynthesis, transport and catabolism
12241	isogroup20748	Intracellular trafficking, secretion, and vesicular transport
12242	isogroup20748	Nuclear structure
12243	isogroup414	Signal transduction mechanisms
12244	isogroup11800	Amino acid transport and metabolism
12245	isogroup17444	Lipid transport and metabolism
12246	isogroup17444	Posttranslational modification, protein turnover, chaperones
12247	isogroup17444	Signal transduction mechanisms
12248	isogroup11224	Cell cycle control, cell division, chromosome partitioning
12249	isogroup23706	Amino acid transport and metabolism
12250	isogroup22240	Inorganic ion transport and metabolism
12251	isogroup7832	Posttranslational modification, protein turnover, chaperones
12252	isogroup28044	Transcription
12253	isogroup28044	Replication, recombination and repair
12254	isogroup28044	Signal transduction mechanisms
12255	isogroup20469	Posttranslational modification, protein turnover, chaperones
12256	isogroup18946	Posttranslational modification, protein turnover, chaperones
12257	isogroup8021	Secondary metabolites biosynthesis, transport and catabolism
12258	isogroup21638	Cell wall/membrane/envelope biogenesis
12259	isogroup6656	
12260	isogroup15887	Cell wall/membrane/envelope biogenesis
12261	isogroup18948	
12262	isogroup19872	
12263	isogroup21984	Replication, recombination and repair
12264	isogroup15792	Nucleotide transport and metabolism
12265	isogroup4581	
12266	isogroup1272	Lipid transport and metabolism
12267	isogroup13426	Transcription
12268	isogroup6350	
12269	isogroup15464	Intracellular trafficking, secretion, and vesicular transport
12270	isogroup16202	Cytoskeleton
12271	isogroup1566	RNA processing and modification
12272	isogroup10788	Replication, recombination and repair
12273	isogroup14836	Secondary metabolites biosynthesis, transport and catabolism
12274	isogroup22324	Amino acid transport and metabolism
12275	isogroup10209	Lipid transport and metabolism
12276	isogroup27416	
12277	isogroup12054	Carbohydrate transport and metabolism
12278	isogroup1115	Secondary metabolites biosynthesis, transport and catabolism
12279	isogroup10728	
12280	isogroup21889	Replication, recombination and repair
12281	isogroup21880	Carbohydrate transport and metabolism
12282	isogroup18470	Amino acid transport and metabolism
12283	isogroup3529	Cytoskeleton
12284	isogroup4303	Signal transduction mechanisms
12285	isogroup23585	Amino acid transport and metabolism
12286	isogroup12975	Translation, ribosomal structure and biogenesis
12287	isogroup28424	Coenzyme transport and metabolism
12288	isogroup2724	Signal transduction mechanisms
12289	isogroup23778	Carbohydrate transport and metabolism
12290	isogroup15992	Amino acid transport and metabolism
12291	isogroup2577	
12292	isogroup9296	
12293	isogroup7379	Signal transduction mechanisms
12294	isogroup13771	Amino acid transport and metabolism
12295	isogroup18578	Energy production and conversion
12296	isogroup28095	Transcription
12297	isogroup6417	Lipid transport and metabolism
12298	isogroup21646	Transcription
12299	isogroup28188	Amino acid transport and metabolism
12300	isogroup28628	Translation, ribosomal structure and biogenesis
12301	isogroup5423	Transcription
12302	isogroup5423	Replication, recombination and repair
12303	isogroup22249	Signal transduction mechanisms
12304	isogroup22177	Translation, ribosomal structure and biogenesis
12305	isogroup28883	Replication, recombination and repair
12306	isogroup7401	Energy production and conversion
12307	isogroup27114	Cell cycle control, cell division, chromosome partitioning
12308	isogroup21242	Intracellular trafficking, secretion, and vesicular transport
12309	isogroup4057	Amino acid transport and metabolism
12310	isogroup5891	Carbohydrate transport and metabolism
12311	isogroup3620	Lipid transport and metabolism
12312	isogroup3620	Secondary metabolites biosynthesis, transport and catabolism
12313	isogroup233	Energy production and conversion
12314	isogroup1490	Signal transduction mechanisms
12315	isogroup1490	Intracellular trafficking, secretion, and vesicular transport
12316	isogroup21982	RNA processing and modification
12317	isogroup20662	Cell cycle control, cell division, chromosome partitioning
12318	isogroup2198	Coenzyme transport and metabolism
12319	isogroup4480	RNA processing and modification
12320	isogroup26165	Transcription
12321	isogroup17933	Translation, ribosomal structure and biogenesis
12322	isogroup4105	
12323	isogroup27213	Secondary metabolites biosynthesis, transport and catabolism
12324	isogroup11338	Transcription
12325	isogroup20822	Intracellular trafficking, secretion, and vesicular transport
12326	isogroup18516	Signal transduction mechanisms
12327	isogroup2000	Posttranslational modification, protein turnover, chaperones
12328	isogroup2531	Transcription
12329	isogroup9317	Carbohydrate transport and metabolism
12330	isogroup12590	
12331	isogroup14553	Nucleotide transport and metabolism
12332	isogroup26057	Secondary metabolites biosynthesis, transport and catabolism
12333	isogroup25260	Replication, recombination and repair
12334	isogroup10680	RNA processing and modification
12335	isogroup26805	Posttranslational modification, protein turnover, chaperones
12336	isogroup26921	Signal transduction mechanisms
12337	isogroup22712	Lipid transport and metabolism
12338	isogroup22479	Carbohydrate transport and metabolism
12339	isogroup2122	Lipid transport and metabolism
12340	isogroup16038	Posttranslational modification, protein turnover, chaperones
12341	isogroup15438	Nucleotide transport and metabolism
12342	isogroup7619	
12343	isogroup8777	Carbohydrate transport and metabolism
12344	isogroup13181	Amino acid transport and metabolism
12345	isogroup15175	Posttranslational modification, protein turnover, chaperones
12346	isogroup1509	Replication, recombination and repair
12347	isogroup10426	Signal transduction mechanisms
12348	isogroup25842	Lipid transport and metabolism
12349	isogroup25764	Posttranslational modification, protein turnover, chaperones
12350	isogroup13483	Intracellular trafficking, secretion, and vesicular transport
12351	isogroup1325	Lipid transport and metabolism
