seq	term
11193	NVE20109	Replication, recombination and repair
11194	NVE20111	Carbohydrate transport and metabolism
11195	NVE20113	Posttranslational modification, protein turnover, chaperones
11196	NVE20115	Signal transduction mechanisms
11197	NVE20116	Amino acid transport and metabolism
11198	NVE20117	RNA processing and modification
11199	NVE20117	Cell cycle control, cell division, chromosome partitioning
11200	NVE20117	Transcription
11201	NVE20118	Transcription
11202	NVE20120	Energy production and conversion
11203	NVE20122	Inorganic ion transport and metabolism
11204	NVE20122	Signal transduction mechanisms
11205	NVE20123	Inorganic ion transport and metabolism
11206	NVE20123	Signal transduction mechanisms
11207	NVE20125	Translation, ribosomal structure and biogenesis
11208	NVE20126	Cytoskeleton
11209	NVE20127	Coenzyme transport and metabolism
11210	NVE20128	Posttranslational modification, protein turnover, chaperones
11211	NVE20129	Carbohydrate transport and metabolism
11212	NVE20130	Signal transduction mechanisms
11213	NVE20131	Intracellular trafficking, secretion, and vesicular transport
11214	NVE20133	Posttranslational modification, protein turnover, chaperones
11215	NVE20135	
11216	NVE20136	Transcription
11217	NVE20137	Signal transduction mechanisms
11218	NVE20138	Cell wall/membrane/envelope biogenesis
11219	NVE20138	Posttranslational modification, protein turnover, chaperones
11220	NVE20138	Signal transduction mechanisms
11221	NVE20139	Lipid transport and metabolism
11222	NVE20140	Signal transduction mechanisms
11223	NVE20144	Inorganic ion transport and metabolism
11224	NVE20146	Transcription
11225	NVE20148	Posttranslational modification, protein turnover, chaperones
11226	NVE20151	Carbohydrate transport and metabolism
11227	NVE20154	Transcription
11228	NVE20157	Nucleotide transport and metabolism
11229	NVE20159	Signal transduction mechanisms
11230	NVE20160	Signal transduction mechanisms
11231	NVE20163	Posttranslational modification, protein turnover, chaperones
11232	NVE20164	Secondary metabolites biosynthesis, transport and catabolism
11233	NVE20165	Secondary metabolites biosynthesis, transport and catabolism
11234	NVE20169	Intracellular trafficking, secretion, and vesicular transport
11235	NVE20176	Signal transduction mechanisms
11236	NVE20177	Signal transduction mechanisms
11237	NVE20178	RNA processing and modification
11238	NVE20179	Translation, ribosomal structure and biogenesis
11239	NVE20181	
11240	NVE20182	Amino acid transport and metabolism
11241	NVE20183	Signal transduction mechanisms
11242	NVE20186	Intracellular trafficking, secretion, and vesicular transport
11243	NVE20189	Intracellular trafficking, secretion, and vesicular transport
11244	NVE20190	Transcription
11245	NVE20191	
11246	NVE20192	
11247	NVE20193	Inorganic ion transport and metabolism
11248	NVE20194	Signal transduction mechanisms
11249	NVE20194	Intracellular trafficking, secretion, and vesicular transport
11250	NVE20200	Translation, ribosomal structure and biogenesis
11251	NVE20203	Replication, recombination and repair
11252	NVE20207	Intracellular trafficking, secretion, and vesicular transport
11253	NVE20220	Posttranslational modification, protein turnover, chaperones
11254	NVE20221	Posttranslational modification, protein turnover, chaperones
11255	NVE20222	Posttranslational modification, protein turnover, chaperones
11256	NVE20224	Nucleotide transport and metabolism
11257	NVE20226	
11258	NVE20228	Posttranslational modification, protein turnover, chaperones
11259	NVE20229	Posttranslational modification, protein turnover, chaperones
11260	NVE20233	Signal transduction mechanisms
11261	NVE20234	
11262	NVE20239	Posttranslational modification, protein turnover, chaperones
11263	NVE20242	Posttranslational modification, protein turnover, chaperones
11264	NVE20244	Intracellular trafficking, secretion, and vesicular transport
11265	NVE20245	Intracellular trafficking, secretion, and vesicular transport
11266	NVE20246	Secondary metabolites biosynthesis, transport and catabolism
11267	NVE20247	Carbohydrate transport and metabolism
11268	NVE20247	Cell wall/membrane/envelope biogenesis
11269	NVE20252	Cytoskeleton
11270	NVE20253	Cytoskeleton
11271	NVE20255	Posttranslational modification, protein turnover, chaperones
11272	NVE20256	RNA processing and modification
11273	NVE20261	Signal transduction mechanisms
11274	NVE20262	Posttranslational modification, protein turnover, chaperones
11275	NVE20263	
11276	NVE20264	Energy production and conversion
11277	NVE20265	Energy production and conversion
11278	NVE20266	Posttranslational modification, protein turnover, chaperones
11279	NVE20272	Signal transduction mechanisms
11280	NVE20273	Inorganic ion transport and metabolism
11281	NVE20274	Lipid transport and metabolism
11282	NVE20277	Intracellular trafficking, secretion, and vesicular transport
11283	NVE20277	Nuclear structure
11284	NVE20278	
11285	NVE20283	Replication, recombination and repair
11286	NVE20286	Signal transduction mechanisms
11287	NVE20290	Cell cycle control, cell division, chromosome partitioning
11288	NVE20292	Intracellular trafficking, secretion, and vesicular transport
11289	NVE20295	Signal transduction mechanisms
11290	NVE20296	Replication, recombination and repair
11291	NVE20298	Signal transduction mechanisms
11292	NVE20299	Lipid transport and metabolism
11293	NVE20300	Cell cycle control, cell division, chromosome partitioning
11294	NVE20300	Intracellular trafficking, secretion, and vesicular transport
11295	NVE20300	Cytoskeleton
11296	NVE20302	Intracellular trafficking, secretion, and vesicular transport
11297	NVE20303	Cytoskeleton
11298	NVE20304	
11299	NVE20305	Cytoskeleton
11300	NVE20307	Signal transduction mechanisms
11301	NVE20309	Translation, ribosomal structure and biogenesis
11302	NVE20310	Posttranslational modification, protein turnover, chaperones
11303	NVE20311	Intracellular trafficking, secretion, and vesicular transport
11304	NVE20313	
11305	NVE20314	Transcription
11306	NVE20315	Cytoskeleton
11307	NVE20316	
11308	NVE20317	Intracellular trafficking, secretion, and vesicular transport
11309	NVE20317	Nuclear structure
11310	NVE20319	Transcription
11311	NVE20320	Transcription
11312	NVE20321	Signal transduction mechanisms
11313	NVE20323	Cytoskeleton
11314	NVE20324	Cytoskeleton
11315	NVE20325	Cytoskeleton
11316	NVE20326	Cytoskeleton
11317	NVE20327	Posttranslational modification, protein turnover, chaperones
11318	NVE20330	Carbohydrate transport and metabolism
11319	NVE20331	Carbohydrate transport and metabolism
11320	NVE20336	
11321	NVE20338	
11322	NVE20340	Posttranslational modification, protein turnover, chaperones
11323	NVE20340	Inorganic ion transport and metabolism
11324	NVE20341	Carbohydrate transport and metabolism
11325	NVE20342	Carbohydrate transport and metabolism
11326	NVE20344	Defense mechanisms
11327	NVE20345	Cell cycle control, cell division, chromosome partitioning
11328	NVE20345	Intracellular trafficking, secretion, and vesicular transport
11329	NVE20347	Intracellular trafficking, secretion, and vesicular transport
11330	NVE20348	Amino acid transport and metabolism
11331	NVE20349	Secondary metabolites biosynthesis, transport and catabolism
11332	NVE20350	Signal transduction mechanisms
11333	NVE20352	Posttranslational modification, protein turnover, chaperones
11334	NVE20354	Posttranslational modification, protein turnover, chaperones
11335	NVE20356	Inorganic ion transport and metabolism
11336	NVE20357	Posttranslational modification, protein turnover, chaperones
11337	NVE20357	Inorganic ion transport and metabolism
11338	NVE20358	Lipid transport and metabolism
11339	NVE20361	Inorganic ion transport and metabolism
11340	NVE20362	Cytoskeleton
11341	NVE20363	Cytoskeleton
11342	NVE20365	Translation, ribosomal structure and biogenesis
11343	NVE20368	Cytoskeleton
11344	NVE20370	Signal transduction mechanisms
11345	NVE20375	
11346	NVE20376	Cell cycle control, cell division, chromosome partitioning
11347	NVE20376	Signal transduction mechanisms
11348	NVE20376	Cytoskeleton
11349	NVE20378	Signal transduction mechanisms
11350	NVE20385	
11351	NVE20391	Transcription
11352	NVE20395	Inorganic ion transport and metabolism
11353	NVE20395	Signal transduction mechanisms
11354	NVE20396	Chromatin structure and dynamics
11355	NVE20399	Intracellular trafficking, secretion, and vesicular transport
11356	NVE20403	Signal transduction mechanisms
11357	NVE20404	Transcription
11358	NVE20408	Transcription
11359	NVE20412	Posttranslational modification, protein turnover, chaperones
11360	NVE20413	Cell cycle control, cell division, chromosome partitioning
11361	NVE20413	Transcription
11362	NVE20415	
11363	NVE20418	Energy production and conversion
11364	NVE20424	RNA processing and modification
11365	NVE20425	Posttranslational modification, protein turnover, chaperones
11366	NVE20426	Signal transduction mechanisms
11367	NVE20427	Posttranslational modification, protein turnover, chaperones
11368	NVE20429	Cell cycle control, cell division, chromosome partitioning
11369	NVE20430	Translation, ribosomal structure and biogenesis
11370	NVE20434	Signal transduction mechanisms
11371	NVE20435	Translation, ribosomal structure and biogenesis
11372	NVE20436	Lipid transport and metabolism
11373	NVE20437	Signal transduction mechanisms
11374	NVE20439	Intracellular trafficking, secretion, and vesicular transport
11375	NVE20440	RNA processing and modification
11376	NVE20441	Translation, ribosomal structure and biogenesis
11377	NVE20445	Signal transduction mechanisms
11378	NVE20446	Cell motility
11379	NVE20447	Posttranslational modification, protein turnover, chaperones
11380	NVE20449	Secondary metabolites biosynthesis, transport and catabolism
11381	NVE20450	Replication, recombination and repair
11382	NVE20451	Cell wall/membrane/envelope biogenesis
11383	NVE20451	Posttranslational modification, protein turnover, chaperones
11384	NVE20452	Amino acid transport and metabolism
11385	NVE20454	Carbohydrate transport and metabolism
11386	NVE20459	Cytoskeleton
11387	NVE20461	Intracellular trafficking, secretion, and vesicular transport
11388	NVE20463	Signal transduction mechanisms
11389	NVE20465	
11390	NVE20466	Signal transduction mechanisms
11391	NVE20467	Transcription
11392	NVE20468	Amino acid transport and metabolism
11393	NVE20469	
11394	NVE20470	Signal transduction mechanisms
11395	NVE20472	Transcription
11396	NVE20474	Carbohydrate transport and metabolism
11397	NVE20476	Posttranslational modification, protein turnover, chaperones
11398	NVE20477	Signal transduction mechanisms
11399	NVE20478	Translation, ribosomal structure and biogenesis
11400	NVE20479	Replication, recombination and repair
11401	NVE20480	Inorganic ion transport and metabolism
11402	NVE20481	Transcription
11403	NVE20482	Inorganic ion transport and metabolism
11404	NVE20484	Translation, ribosomal structure and biogenesis
11405	NVE20485	Signal transduction mechanisms
11406	NVE20487	Posttranslational modification, protein turnover, chaperones
11407	NVE20488	Carbohydrate transport and metabolism
11408	NVE20488	Cell wall/membrane/envelope biogenesis
11409	NVE20489	Carbohydrate transport and metabolism
11410	NVE20489	Cell wall/membrane/envelope biogenesis
11411	NVE20491	Nucleotide transport and metabolism
11412	NVE20492	Translation, ribosomal structure and biogenesis
11413	NVE20493	Posttranslational modification, protein turnover, chaperones
11414	NVE20494	Posttranslational modification, protein turnover, chaperones
11415	NVE20495	Cell wall/membrane/envelope biogenesis
11416	NVE20496	Cell wall/membrane/envelope biogenesis
11417	NVE20498	Intracellular trafficking, secretion, and vesicular transport
11418	NVE20499	Lipid transport and metabolism
11419	NVE20501	Amino acid transport and metabolism
11420	NVE20506	Cytoskeleton
11421	NVE20507	Posttranslational modification, protein turnover, chaperones
11422	NVE20508	Posttranslational modification, protein turnover, chaperones
11423	NVE20509	Signal transduction mechanisms
11424	NVE20510	Signal transduction mechanisms
11425	NVE20511	Posttranslational modification, protein turnover, chaperones
11426	NVE20512	Carbohydrate transport and metabolism
11427	NVE20513	Carbohydrate transport and metabolism
11428	NVE20514	Translation, ribosomal structure and biogenesis
11429	NVE20515	Posttranslational modification, protein turnover, chaperones
11430	NVE20516	Posttranslational modification, protein turnover, chaperones
11431	NVE20517	Signal transduction mechanisms
11432	NVE20518	Signal transduction mechanisms
11433	NVE20520	Replication, recombination and repair
11434	NVE20521	Translation, ribosomal structure and biogenesis
11435	NVE20522	
11436	NVE20523	
11437	NVE20526	
11438	NVE20531	Energy production and conversion
11439	NVE20532	Energy production and conversion
11440	NVE20533	Cell cycle control, cell division, chromosome partitioning
11441	NVE20534	Intracellular trafficking, secretion, and vesicular transport
11442	NVE20535	Intracellular trafficking, secretion, and vesicular transport
11443	NVE20538	Extracellular structures
11444	NVE20539	Cytoskeleton
11445	NVE20540	RNA processing and modification
11446	NVE20542	
11447	NVE20543	RNA processing and modification
11448	NVE20548	Secondary metabolites biosynthesis, transport and catabolism
11449	NVE20549	Signal transduction mechanisms
11450	NVE20551	Cell wall/membrane/envelope biogenesis
11451	NVE20552	Amino acid transport and metabolism
11452	NVE20554	Nucleotide transport and metabolism
11453	NVE20558	Signal transduction mechanisms
11454	NVE20560	Chromatin structure and dynamics
11455	NVE20561	Chromatin structure and dynamics
11456	NVE20563	Lipid transport and metabolism
11457	NVE20564	Chromatin structure and dynamics
11458	NVE20564	Transcription
11459	NVE20576	Amino acid transport and metabolism
11460	NVE20576	Posttranslational modification, protein turnover, chaperones
11461	NVE20578	Signal transduction mechanisms
11462	NVE20581	Energy production and conversion
11463	NVE20584	Signal transduction mechanisms
11464	NVE20585	Transcription
11465	NVE20587	RNA processing and modification
11466	NVE20589	Posttranslational modification, protein turnover, chaperones
11467	NVE20590	Signal transduction mechanisms
11468	NVE20591	Inorganic ion transport and metabolism
11469	NVE20593	
11470	NVE20594	Lipid transport and metabolism
11471	NVE20595	Lipid transport and metabolism
11472	NVE20596	Signal transduction mechanisms
11473	NVE20597	Signal transduction mechanisms
11474	NVE20598	Cell cycle control, cell division, chromosome partitioning
11475	NVE20599	Translation, ribosomal structure and biogenesis
11476	NVE20601	Posttranslational modification, protein turnover, chaperones
11477	NVE20602	Energy production and conversion
11478	NVE20604	Cytoskeleton
11479	NVE20607	Signal transduction mechanisms
11480	NVE20609	RNA processing and modification
11481	NVE20610	Replication, recombination and repair
11482	NVE20611	Secondary metabolites biosynthesis, transport and catabolism
11483	NVE20612	Cytoskeleton
11484	NVE20613	Intracellular trafficking, secretion, and vesicular transport
11485	NVE20614	Carbohydrate transport and metabolism
11486	NVE20615	Amino acid transport and metabolism
11487	NVE20616	Amino acid transport and metabolism
11488	NVE20618	Posttranslational modification, protein turnover, chaperones
11489	NVE20621	Signal transduction mechanisms
11490	NVE20623	Intracellular trafficking, secretion, and vesicular transport
11491	NVE20624	Intracellular trafficking, secretion, and vesicular transport
11492	NVE20625	Translation, ribosomal structure and biogenesis
11493	NVE20626	Lipid transport and metabolism
11494	NVE20628	Signal transduction mechanisms
11495	NVE20629	Transcription
11496	NVE20630	Transcription
11497	NVE20632	Intracellular trafficking, secretion, and vesicular transport
11498	NVE20633	Lipid transport and metabolism
11499	NVE20633	Secondary metabolites biosynthesis, transport and catabolism
11500	NVE20634	Replication, recombination and repair
11501	NVE20636	Transcription
11502	NVE20637	Posttranslational modification, protein turnover, chaperones
11503	NVE20642	Intracellular trafficking, secretion, and vesicular transport
11504	NVE20646	Posttranslational modification, protein turnover, chaperones
11505	NVE20647	Replication, recombination and repair
11506	NVE20656	Signal transduction mechanisms
11507	NVE20657	Energy production and conversion
11508	NVE20658	RNA processing and modification
11509	NVE20659	Posttranslational modification, protein turnover, chaperones
11510	NVE20661	Transcription
11511	NVE20662	Posttranslational modification, protein turnover, chaperones
11512	NVE20664	Transcription
11513	NVE20665	Amino acid transport and metabolism
11514	NVE20666	Signal transduction mechanisms
11515	NVE20668	Lipid transport and metabolism
11516	NVE20670	Energy production and conversion
11517	NVE20671	Energy production and conversion
11518	NVE20673	Signal transduction mechanisms
11519	NVE20674	RNA processing and modification
11520	NVE20678	Energy production and conversion
11521	NVE20678	Posttranslational modification, protein turnover, chaperones
11522	NVE20679	Carbohydrate transport and metabolism
11523	NVE20680	Intracellular trafficking, secretion, and vesicular transport
11524	NVE20681	Extracellular structures
11525	NVE20682	Translation, ribosomal structure and biogenesis
11526	NVE20684	Transcription
11527	NVE20686	Replication, recombination and repair
11528	NVE20688	Transcription
11529	NVE20693	Energy production and conversion
11530	NVE20695	Amino acid transport and metabolism
11531	NVE20697	Cell cycle control, cell division, chromosome partitioning
11532	NVE20697	Cytoskeleton
11533	NVE20698	Signal transduction mechanisms
11534	NVE20699	Signal transduction mechanisms
11535	NVE20700	Amino acid transport and metabolism
11536	NVE20703	
11537	NVE20705	Signal transduction mechanisms
11538	NVE20708	Lipid transport and metabolism
11539	NVE20709	Transcription
11540	NVE20710	RNA processing and modification
11541	NVE20717	Cytoskeleton
11542	NVE20719	Posttranslational modification, protein turnover, chaperones
11543	NVE20720	Posttranslational modification, protein turnover, chaperones
11544	NVE20721	Transcription
11545	NVE20724	Amino acid transport and metabolism
11546	NVE20724	Posttranslational modification, protein turnover, chaperones
11547	NVE20725	Secondary metabolites biosynthesis, transport and catabolism
11548	NVE20726	Secondary metabolites biosynthesis, transport and catabolism
11549	NVE20729	RNA processing and modification
11550	NVE20732	Transcription
11551	NVE20737	Amino acid transport and metabolism
11552	NVE20737	Signal transduction mechanisms
11553	NVE20739	Translation, ribosomal structure and biogenesis
11554	NVE20741	Amino acid transport and metabolism
11555	NVE20743	Amino acid transport and metabolism
11556	NVE20744	Cell cycle control, cell division, chromosome partitioning
11557	NVE20744	Replication, recombination and repair
11558	NVE20745	Signal transduction mechanisms
11559	NVE20747	Cytoskeleton
11560	NVE20754	Posttranslational modification, protein turnover, chaperones
11561	NVE20755	Posttranslational modification, protein turnover, chaperones
11562	NVE20757	
11563	NVE20758	Cell wall/membrane/envelope biogenesis
11564	NVE20759	Carbohydrate transport and metabolism
11565	NVE20759	Posttranslational modification, protein turnover, chaperones
11566	NVE20759	Intracellular trafficking, secretion, and vesicular transport
11567	NVE20761	Posttranslational modification, protein turnover, chaperones
11568	NVE20762	Signal transduction mechanisms
11569	NVE20763	Translation, ribosomal structure and biogenesis
11570	NVE20764	Intracellular trafficking, secretion, and vesicular transport
11571	NVE20765	Posttranslational modification, protein turnover, chaperones
11572	NVE20766	Transcription
11573	NVE20770	Transcription
11574	NVE20770	Replication, recombination and repair
11575	NVE20771	Lipid transport and metabolism
11576	NVE20776	Transcription
11577	NVE20777	Posttranslational modification, protein turnover, chaperones
11578	NVE20781	Lipid transport and metabolism
11579	NVE20781	Secondary metabolites biosynthesis, transport and catabolism
11580	NVE20782	Lipid transport and metabolism
11581	NVE20782	Secondary metabolites biosynthesis, transport and catabolism
11582	NVE20783	Carbohydrate transport and metabolism
11583	NVE20786	
11584	NVE20792	Energy production and conversion
11585	NVE20793	Intracellular trafficking, secretion, and vesicular transport
11586	NVE20795	Posttranslational modification, protein turnover, chaperones
11587	NVE20796	Posttranslational modification, protein turnover, chaperones
11588	NVE20797	Amino acid transport and metabolism
11589	NVE20799	Secondary metabolites biosynthesis, transport and catabolism
11590	NVE20801	Posttranslational modification, protein turnover, chaperones
11591	NVE20802	Posttranslational modification, protein turnover, chaperones
11592	NVE20803	
11593	NVE20804	
11594	NVE20807	RNA processing and modification
11595	NVE20809	Intracellular trafficking, secretion, and vesicular transport
11596	NVE20811	Carbohydrate transport and metabolism
11597	NVE20812	Posttranslational modification, protein turnover, chaperones
11598	NVE20813	
11599	NVE20814	Posttranslational modification, protein turnover, chaperones
11600	NVE20816	Intracellular trafficking, secretion, and vesicular transport
11601	NVE20818	Inorganic ion transport and metabolism
11602	NVE20819	Posttranslational modification, protein turnover, chaperones
11603	NVE20822	Inorganic ion transport and metabolism
11604	NVE20823	Posttranslational modification, protein turnover, chaperones
11605	NVE20824	Posttranslational modification, protein turnover, chaperones
11606	NVE20826	Translation, ribosomal structure and biogenesis
11607	NVE20832	Signal transduction mechanisms
11608	NVE20834	Chromatin structure and dynamics
11609	NVE20837	Transcription
11610	NVE20839	Secondary metabolites biosynthesis, transport and catabolism
11611	NVE20840	Cell cycle control, cell division, chromosome partitioning
11612	NVE20840	Signal transduction mechanisms
11613	NVE20841	Cell cycle control, cell division, chromosome partitioning
11614	NVE20845	Transcription
11615	NVE20854	Signal transduction mechanisms
11616	NVE20855	Lipid transport and metabolism
11617	NVE20857	Signal transduction mechanisms
11618	NVE20857	Intracellular trafficking, secretion, and vesicular transport
11619	NVE20858	Signal transduction mechanisms
11620	NVE20858	Intracellular trafficking, secretion, and vesicular transport
11621	NVE20865	Posttranslational modification, protein turnover, chaperones
11622	NVE20867	Replication, recombination and repair
11623	NVE20881	RNA processing and modification
11624	NVE20882	Inorganic ion transport and metabolism
11625	NVE20882	Signal transduction mechanisms
11626	NVE20883	Signal transduction mechanisms
11627	NVE20890	Carbohydrate transport and metabolism
11628	NVE20891	Replication, recombination and repair
11629	NVE20892	Transcription
11630	NVE20894	Lipid transport and metabolism
11631	NVE20898	Transcription
11632	NVE20899	Transcription
11633	NVE20900	Energy production and conversion
11634	NVE20901	Energy production and conversion
11635	NVE20903	Inorganic ion transport and metabolism
11636	NVE20906	Lipid transport and metabolism
11637	NVE20908	Signal transduction mechanisms
11638	NVE20909	Extracellular structures
11639	NVE20910	Posttranslational modification, protein turnover, chaperones
11640	NVE20911	Secondary metabolites biosynthesis, transport and catabolism
11641	NVE20912	Carbohydrate transport and metabolism
11642	NVE20915	Lipid transport and metabolism
11643	NVE20916	Lipid transport and metabolism
11644	NVE20917	Lipid transport and metabolism
11645	NVE20919	Signal transduction mechanisms
11646	NVE20920	Signal transduction mechanisms
11647	NVE20923	Intracellular trafficking, secretion, and vesicular transport
11648	NVE20925	Posttranslational modification, protein turnover, chaperones
11649	NVE20926	Signal transduction mechanisms
11650	NVE20926	Cytoskeleton
11651	NVE20928	Carbohydrate transport and metabolism
11652	NVE20933	Carbohydrate transport and metabolism
11653	NVE20934	Carbohydrate transport and metabolism
11654	NVE20935	Lipid transport and metabolism
11655	NVE20936	Secondary metabolites biosynthesis, transport and catabolism
11656	NVE20938	Signal transduction mechanisms
11657	NVE20940	Signal transduction mechanisms
11658	NVE20941	Amino acid transport and metabolism
11659	NVE20942	Nucleotide transport and metabolism
11660	NVE20943	
11661	NVE20944	Signal transduction mechanisms
11662	NVE20946	Nucleotide transport and metabolism
11663	NVE20950	Translation, ribosomal structure and biogenesis
11664	NVE20951	Translation, ribosomal structure and biogenesis
11665	NVE20952	Carbohydrate transport and metabolism
11666	NVE20953	Cell cycle control, cell division, chromosome partitioning
11667	NVE20954	Replication, recombination and repair
11668	NVE20955	Cytoskeleton
11669	NVE20957	RNA processing and modification
11670	NVE20958	
11671	NVE20959	Signal transduction mechanisms
11672	NVE20960	Posttranslational modification, protein turnover, chaperones
11673	NVE20961	Transcription
11674	NVE20962	Transcription
11675	NVE20963	
11676	NVE20964	Transcription
11677	NVE20966	Cell wall/membrane/envelope biogenesis
11678	NVE20967	Signal transduction mechanisms
11679	NVE20968	Signal transduction mechanisms
11680	NVE20969	Posttranslational modification, protein turnover, chaperones
11681	NVE20970	Posttranslational modification, protein turnover, chaperones
11682	NVE20971	Posttranslational modification, protein turnover, chaperones
11683	NVE20972	Posttranslational modification, protein turnover, chaperones
11684	NVE20974	Posttranslational modification, protein turnover, chaperones
11685	NVE20975	Extracellular structures
11686	NVE20978	Carbohydrate transport and metabolism
11687	NVE20979	Cell cycle control, cell division, chromosome partitioning
11688	NVE20982	Replication, recombination and repair
11689	NVE20983	Replication, recombination and repair
11690	NVE20984	Transcription
11691	NVE20984	Replication, recombination and repair
11692	NVE20984	Signal transduction mechanisms
11693	NVE20985	RNA processing and modification
11694	NVE20986	Translation, ribosomal structure and biogenesis
11695	NVE20988	Transcription
11696	NVE20991	Secondary metabolites biosynthesis, transport and catabolism
11697	NVE20992	Transcription
11698	NVE20993	Carbohydrate transport and metabolism
11699	NVE20994	Lipid transport and metabolism
11700	NVE20994	Intracellular trafficking, secretion, and vesicular transport
11701	NVE20995	Lipid transport and metabolism
11702	NVE20995	Intracellular trafficking, secretion, and vesicular transport
11703	NVE20996	Transcription
11704	NVE20997	Transcription
11705	NVE20999	RNA processing and modification
11706	NVE21001	Intracellular trafficking, secretion, and vesicular transport
11707	NVE21002	Transcription
11708	NVE21003	Translation, ribosomal structure and biogenesis
11709	NVE21004	RNA processing and modification
11710	NVE21007	Chromatin structure and dynamics
11711	NVE21007	Cell cycle control, cell division, chromosome partitioning
11712	NVE21009	Chromatin structure and dynamics
11713	NVE21009	Cell cycle control, cell division, chromosome partitioning
11714	NVE21011	Posttranslational modification, protein turnover, chaperones
11715	NVE21012	Translation, ribosomal structure and biogenesis
11716	NVE21013	Translation, ribosomal structure and biogenesis
11717	NVE21018	Posttranslational modification, protein turnover, chaperones
11718	NVE21019	Posttranslational modification, protein turnover, chaperones
11719	NVE21022	RNA processing and modification
11720	NVE21023	Inorganic ion transport and metabolism
11721	NVE21028	Carbohydrate transport and metabolism
11722	NVE21031	Amino acid transport and metabolism
11723	NVE21032	Carbohydrate transport and metabolism
11724	NVE21033	Carbohydrate transport and metabolism
11725	NVE21034	Posttranslational modification, protein turnover, chaperones
11726	NVE21037	Secondary metabolites biosynthesis, transport and catabolism
11727	NVE21039	Signal transduction mechanisms
11728	NVE21047	Posttranslational modification, protein turnover, chaperones
11729	NVE21049	Signal transduction mechanisms
11730	NVE21051	Cell cycle control, cell division, chromosome partitioning
11731	NVE21051	Cytoskeleton
11732	NVE21052	Translation, ribosomal structure and biogenesis
11733	NVE21054	Coenzyme transport and metabolism
11734	NVE21055	Signal transduction mechanisms
11735	NVE21057	Amino acid transport and metabolism
11736	NVE21058	Signal transduction mechanisms
11737	NVE21059	Intracellular trafficking, secretion, and vesicular transport
11738	NVE21059	Nuclear structure
11739	NVE21060	Intracellular trafficking, secretion, and vesicular transport
11740	NVE21060	Nuclear structure
11741	NVE21065	
11742	NVE21067	Posttranslational modification, protein turnover, chaperones
11743	NVE21069	Posttranslational modification, protein turnover, chaperones
11744	NVE21070	Transcription
11745	NVE21071	Amino acid transport and metabolism
11746	NVE21072	Amino acid transport and metabolism
11747	NVE21073	Amino acid transport and metabolism
11748	NVE21073	Signal transduction mechanisms
11749	NVE21074	Intracellular trafficking, secretion, and vesicular transport
11750	NVE21076	Transcription
11751	NVE21079	Signal transduction mechanisms
11752	NVE21080	Carbohydrate transport and metabolism
11753	NVE21082	Inorganic ion transport and metabolism
11754	NVE21084	Posttranslational modification, protein turnover, chaperones
11755	NVE21085	RNA processing and modification
11756	NVE21086	Replication, recombination and repair
11757	NVE21089	Signal transduction mechanisms
11758	NVE21090	Transcription
11759	NVE21091	Replication, recombination and repair
11760	NVE21093	Transcription
11761	NVE21094	Posttranslational modification, protein turnover, chaperones
11762	NVE21095	Cell cycle control, cell division, chromosome partitioning
11763	NVE21095	Posttranslational modification, protein turnover, chaperones
11764	NVE21096	Carbohydrate transport and metabolism
11765	NVE21099	RNA processing and modification
11766	NVE21100	RNA processing and modification
11767	NVE21101	Transcription
11768	NVE21105	Extracellular structures
11769	NVE21107	Extracellular structures
11770	NVE21109	Intracellular trafficking, secretion, and vesicular transport
11771	NVE21110	Lipid transport and metabolism
11772	NVE21112	RNA processing and modification
11773	NVE21116	Inorganic ion transport and metabolism
11774	NVE21116	Signal transduction mechanisms
11775	NVE21117	Posttranslational modification, protein turnover, chaperones
11776	NVE21118	Carbohydrate transport and metabolism
11777	NVE21119	
11778	NVE21120	Inorganic ion transport and metabolism
11779	NVE21121	Inorganic ion transport and metabolism
11780	NVE21124	Chromatin structure and dynamics
11781	NVE21125	RNA processing and modification
11782	NVE21126	Transcription
11783	NVE21127	Transcription
11784	NVE21128	Transcription
11785	NVE21130	Transcription
11786	NVE21131	Signal transduction mechanisms
11787	NVE21134	Transcription
11788	NVE21135	Transcription
11789	NVE21136	Inorganic ion transport and metabolism
11790	NVE21136	Signal transduction mechanisms
11791	NVE21140	Posttranslational modification, protein turnover, chaperones
11792	NVE21141	Intracellular trafficking, secretion, and vesicular transport
11793	NVE21142	Chromatin structure and dynamics
11794	NVE21142	Signal transduction mechanisms
11795	NVE21143	Chromatin structure and dynamics
11796	NVE21143	Signal transduction mechanisms
11797	NVE21145	Cytoskeleton
11798	NVE21154	
11799	NVE21159	Signal transduction mechanisms
11800	NVE21161	Posttranslational modification, protein turnover, chaperones
11801	NVE21163	Signal transduction mechanisms
11802	NVE21164	Intracellular trafficking, secretion, and vesicular transport
11803	NVE21165	Amino acid transport and metabolism
11804	NVE21168	Intracellular trafficking, secretion, and vesicular transport
11805	NVE21170	RNA processing and modification
11806	NVE21172	Posttranslational modification, protein turnover, chaperones
11807	NVE21173	Amino acid transport and metabolism
11808	NVE21175	RNA processing and modification
11809	NVE21178	Amino acid transport and metabolism
11810	NVE21178	Inorganic ion transport and metabolism
11811	NVE21178	Signal transduction mechanisms
11812	NVE21179	Transcription
11813	NVE21179	Replication, recombination and repair
11814	NVE21179	Signal transduction mechanisms
11815	NVE21181	Transcription
